medico_key,ci,nombre,matricula,sexo,especialidad,zona,ciudad,grupo_origen
2562,G1-PER-16894,Valeria Mamani,G1-MAT-16894,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2563,G1-PER-169,María Vargas,,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
2564,G1-PER-16900,Juan López,G1-MAT-16900,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2565,G1-PER-16904,María Mamani,G1-MAT-16904,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2566,G1-PER-16906,Lucía Torrez,G1-MAT-16906,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
2567,G1-PER-16907,Ana Martínez,G1-MAT-16907,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
2568,G1-PER-16908,Juan Mamani,G1-MAT-16908,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
2569,G1-PER-16909,Carlos Rodríguez,G1-MAT-16909,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
2570,G1-PER-16917,Ana Rojas,G1-MAT-16917,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2571,G1-PER-16935,Carlos Rojas,G1-MAT-16935,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2572,G1-PER-16936,Luis Rojas,G1-MAT-16936,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2573,G1-PER-16940,Luis Rodríguez,G1-MAT-16940,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
2574,G1-PER-16944,Ana Rodríguez,G1-MAT-16944,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
2575,G1-PER-16945,Lucía Sánchez,G1-MAT-16945,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2576,G1-PER-16946,María Rodríguez,G1-MAT-16946,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2577,G1-PER-1695,José Martínez,G1-MAT-1695,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2578,G1-PER-16950,José Rodríguez,G1-MAT-16950,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
2579,G1-PER-16951,Ana Martínez,G1-MAT-16951,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
2580,G1-PER-16953,Carlos López,G1-MAT-16953,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2581,G1-PER-16963,Lucía González,G1-MAT-16963,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
2582,G1-PER-16965,Valeria Torrez,G1-MAT-16965,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2583,G1-PER-16968,María López,G1-MAT-16968,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
2584,G1-PER-16973,José Mamani,G1-MAT-16973,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2585,G1-PER-16976,María Torrez,G1-MAT-16976,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
2586,G1-PER-16980,Carmen Sánchez,G1-MAT-16980,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2587,G1-PER-16981,Lucía Rojas,G1-MAT-16981,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
2588,G1-PER-16987,María Vargas,G1-MAT-16987,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2589,G1-PER-16995,José Vargas,G1-MAT-16995,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
2590,G1-PER-17,Ana Mamani,,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2591,G1-PER-170,Ana López,,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2592,G1-PER-17001,Lucía Flores,G1-MAT-17001,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2593,G1-PER-17005,Juan González,G1-MAT-17005,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2594,G1-PER-17016,Lucía Rojas,G1-MAT-17016,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2595,G1-PER-17017,María Vargas,G1-MAT-17017,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2596,G1-PER-17021,Carlos Martínez,G1-MAT-17021,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2597,G1-PER-17028,Valeria Torrez,G1-MAT-17028,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
2598,G1-PER-17033,Carmen Mamani,G1-MAT-17033,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
2599,G1-PER-17034,Carlos Torrez,G1-MAT-17034,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2600,G1-PER-17035,Carlos Torrez,G1-MAT-17035,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2601,G1-PER-17036,Pedro Vargas,G1-MAT-17036,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
2602,G1-PER-17041,María Rodríguez,G1-MAT-17041,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2603,G1-PER-17047,Pedro Martínez,G1-MAT-17047,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
2604,G1-PER-17050,Luis Martínez,G1-MAT-17050,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2605,G1-PER-17052,Carlos Flores,G1-MAT-17052,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2606,G1-PER-17053,Juan Flores,G1-MAT-17053,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2607,G1-PER-17054,Lucía Sánchez,G1-MAT-17054,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
2608,G1-PER-17056,Valeria Rojas,G1-MAT-17056,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
2609,G1-PER-17062,Pedro Rodríguez,G1-MAT-17062,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2610,G1-PER-17063,Pedro Sánchez,G1-MAT-17063,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
2611,G1-PER-17065,Luis López,G1-MAT-17065,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2612,G1-PER-17069,María Martínez,G1-MAT-17069,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2613,G1-PER-17070,Ana Torrez,G1-MAT-17070,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2614,G1-PER-17073,Luis Rojas,G1-MAT-17073,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2615,G1-PER-17074,Lucía López,G1-MAT-17074,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2616,G1-PER-17079,José Vargas,G1-MAT-17079,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
2617,G1-PER-1708,Juan Torrez,G1-MAT-1708,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2618,G1-PER-17081,Luis Rojas,G1-MAT-17081,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2619,G1-PER-17082,Carlos Mamani,G1-MAT-17082,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
2620,G1-PER-17085,Carmen Rodríguez,G1-MAT-17085,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2621,G1-PER-17090,Carmen Rojas,G1-MAT-17090,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2622,G1-PER-17093,José González,G1-MAT-17093,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
2623,G1-PER-17099,Carlos Sánchez,G1-MAT-17099,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
2624,G1-PER-171,Valeria González,,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
2625,G1-PER-17100,Valeria Mamani,G1-MAT-17100,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2626,G1-PER-17105,José González,G1-MAT-17105,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2627,G1-PER-17106,Carlos González,G1-MAT-17106,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2628,G1-PER-17109,Luis Flores,G1-MAT-17109,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2629,G1-PER-17112,María González,G1-MAT-17112,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2630,G1-PER-17115,Valeria Sánchez,G1-MAT-17115,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
2631,G1-PER-17123,Carmen Sánchez,G1-MAT-17123,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2632,G1-PER-17132,Carlos Flores,G1-MAT-17132,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
2633,G1-PER-17134,Carlos Martínez,G1-MAT-17134,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
2634,G1-PER-17141,Lucía Torrez,G1-MAT-17141,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2635,G1-PER-17142,Juan González,G1-MAT-17142,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2636,G1-PER-17143,Pedro Sánchez,G1-MAT-17143,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2637,G1-PER-17146,Carmen González,G1-MAT-17146,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
2638,G1-PER-17148,Lucía Torrez,G1-MAT-17148,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
2639,G1-PER-1715,Pedro Mamani,G1-MAT-1715,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2640,G1-PER-17155,Carmen Flores,G1-MAT-17155,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2641,G1-PER-17158,María Rodríguez,G1-MAT-17158,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
2642,G1-PER-1716,Carmen Vargas,G1-MAT-1716,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2643,G1-PER-17160,Ana Rojas,G1-MAT-17160,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
2644,G1-PER-17161,Pedro Mamani,G1-MAT-17161,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
2645,G1-PER-17167,María Rodríguez,G1-MAT-17167,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2646,G1-PER-1717,Juan Rodríguez,G1-MAT-1717,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
2647,G1-PER-17173,Juan Rojas,G1-MAT-17173,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2648,G1-PER-17177,María Torrez,G1-MAT-17177,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
2649,G1-PER-1719,Pedro Sánchez,G1-MAT-1719,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
2650,G1-PER-17191,Ana Vargas,G1-MAT-17191,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2651,G1-PER-17194,Carlos Rojas,G1-MAT-17194,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
2652,G1-PER-17196,José Flores,G1-MAT-17196,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
2653,G1-PER-17198,María López,G1-MAT-17198,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
2654,G1-PER-17199,Carmen Torrez,G1-MAT-17199,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2655,G1-PER-172,Valeria Flores,G1-MAT-172,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
2656,G1-PER-1720,José Torrez,G1-MAT-1720,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2657,G1-PER-17206,Carlos Martínez,G1-MAT-17206,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2658,G1-PER-17207,Carlos Torrez,G1-MAT-17207,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2659,G1-PER-17210,Luis González,G1-MAT-17210,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
2660,G1-PER-17212,Valeria Flores,G1-MAT-17212,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2661,G1-PER-17217,Juan Sánchez,G1-MAT-17217,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2662,G1-PER-17225,Luis González,G1-MAT-17225,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
2663,G1-PER-17234,Carlos Martínez,G1-MAT-17234,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2664,G1-PER-17237,Carlos Rodríguez,G1-MAT-17237,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2665,G1-PER-17239,Juan González,G1-MAT-17239,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
2666,G1-PER-1724,Ana Mamani,G1-MAT-1724,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2667,G1-PER-17240,Pedro González,G1-MAT-17240,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
2668,G1-PER-17242,José Torrez,G1-MAT-17242,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2669,G1-PER-17246,José Flores,G1-MAT-17246,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2670,G1-PER-17248,Carmen Sánchez,G1-MAT-17248,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
2671,G1-PER-17250,Juan González,G1-MAT-17250,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
2672,G1-PER-17252,Carlos Mamani,G1-MAT-17252,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2673,G1-PER-17254,Juan Torrez,G1-MAT-17254,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
2674,G1-PER-17258,Ana López,G1-MAT-17258,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2675,G1-PER-17259,Valeria Rojas,G1-MAT-17259,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2676,G1-PER-17260,José Rodríguez,G1-MAT-17260,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2677,G1-PER-17263,Juan Flores,G1-MAT-17263,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2678,G1-PER-17264,Carmen Vargas,G1-MAT-17264,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
2679,G1-PER-17265,Juan Martínez,G1-MAT-17265,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2680,G1-PER-17267,Lucía López,G1-MAT-17267,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2681,G1-PER-17269,Carmen Rodríguez,G1-MAT-17269,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2682,G1-PER-17271,Carmen López,G1-MAT-17271,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2683,G1-PER-17274,Valeria Flores,G1-MAT-17274,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2684,G1-PER-17279,Carlos Vargas,G1-MAT-17279,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2685,G1-PER-17281,María Torrez,G1-MAT-17281,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
2686,G1-PER-17291,Luis Vargas,G1-MAT-17291,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2687,G1-PER-17294,Lucía Rodríguez,G1-MAT-17294,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
2688,G1-PER-17295,Valeria Rojas,G1-MAT-17295,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2689,G1-PER-173,Valeria López,,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
2690,G1-PER-17301,María Martínez,G1-MAT-17301,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2691,G1-PER-17303,Ana Torrez,G1-MAT-17303,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
2692,G1-PER-17309,Ana Rodríguez,G1-MAT-17309,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2693,G1-PER-17313,Ana Martínez,G1-MAT-17313,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
2694,G1-PER-17314,Luis Torrez,G1-MAT-17314,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2695,G1-PER-17315,José Rojas,G1-MAT-17315,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
2696,G1-PER-17319,Luis López,G1-MAT-17319,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2697,G1-PER-17323,Juan Vargas,G1-MAT-17323,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2698,G1-PER-17332,Lucía Sánchez,G1-MAT-17332,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2699,G1-PER-17333,Ana Vargas,G1-MAT-17333,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
2700,G1-PER-17334,Lucía Martínez,G1-MAT-17334,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
2701,G1-PER-17335,Ana Flores,G1-MAT-17335,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2702,G1-PER-17336,Luis Vargas,G1-MAT-17336,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
2703,G1-PER-17339,Luis González,G1-MAT-17339,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2704,G1-PER-17345,Ana Torrez,G1-MAT-17345,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2705,G1-PER-17353,Juan Martínez,G1-MAT-17353,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
2706,G1-PER-17354,Carlos Sánchez,G1-MAT-17354,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2707,G1-PER-17355,Carlos Martínez,G1-MAT-17355,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2708,G1-PER-17356,Lucía González,G1-MAT-17356,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2709,G1-PER-17359,Carmen Mamani,G1-MAT-17359,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2710,G1-PER-17363,Carmen Rodríguez,G1-MAT-17363,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
2711,G1-PER-17364,Ana González,G1-MAT-17364,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2712,G1-PER-17366,Valeria Sánchez,G1-MAT-17366,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
2713,G1-PER-17369,José López,G1-MAT-17369,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
2714,G1-PER-17372,Lucía Sánchez,G1-MAT-17372,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
2715,G1-PER-1738,Lucía López,G1-MAT-1738,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
2716,G1-PER-17381,Carlos Flores,G1-MAT-17381,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2717,G1-PER-17391,Carmen Rojas,G1-MAT-17391,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2718,G1-PER-17393,Carmen Vargas,G1-MAT-17393,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2719,G1-PER-17394,Carlos Mamani,G1-MAT-17394,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
2720,G1-PER-17395,Carmen Torrez,G1-MAT-17395,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2721,G1-PER-17398,Carmen González,G1-MAT-17398,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2722,G1-PER-17399,Pedro Sánchez,G1-MAT-17399,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
2723,G1-PER-174,Pedro Martínez,,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
2724,G1-PER-17400,Lucía Rodríguez,G1-MAT-17400,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2725,G1-PER-17401,Pedro Torrez,G1-MAT-17401,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2726,G1-PER-17403,Pedro Mamani,G1-MAT-17403,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
2727,G1-PER-17409,Lucía Vargas,G1-MAT-17409,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2728,G1-PER-17410,Pedro Vargas,G1-MAT-17410,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2729,G1-PER-17413,María Rodríguez,G1-MAT-17413,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
2730,G1-PER-17414,Ana Martínez,G1-MAT-17414,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2731,G1-PER-17419,Pedro Martínez,G1-MAT-17419,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
2732,G1-PER-17424,Pedro Sánchez,G1-MAT-17424,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
2733,G1-PER-17425,Ana Rojas,G1-MAT-17425,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2734,G1-PER-17431,Ana Torrez,G1-MAT-17431,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2735,G1-PER-17433,Valeria Vargas,G1-MAT-17433,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
2736,G1-PER-17436,Carlos Martínez,G1-MAT-17436,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2737,G1-PER-17439,María Mamani,G1-MAT-17439,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
2738,G1-PER-17441,María Rojas,G1-MAT-17441,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2739,G1-PER-17448,José Rodríguez,G1-MAT-17448,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
2740,G1-PER-17450,Carmen Sánchez,G1-MAT-17450,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
2741,G1-PER-17452,José Rodríguez,G1-MAT-17452,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
2742,G1-PER-17453,Ana Vargas,G1-MAT-17453,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
2743,G1-PER-1746,Carlos Martínez,G1-MAT-1746,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2744,G1-PER-17460,José González,G1-MAT-17460,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2745,G1-PER-17462,José Rojas,G1-MAT-17462,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
2746,G1-PER-17471,Pedro Flores,G1-MAT-17471,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
2747,G1-PER-17484,José González,G1-MAT-17484,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2748,G1-PER-17487,Ana Rojas,G1-MAT-17487,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
2749,G1-PER-175,Ana Flores,,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
2750,G1-PER-17509,Valeria Torrez,G1-MAT-17509,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2751,G1-PER-17517,Carlos Sánchez,G1-MAT-17517,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2752,G1-PER-17524,José Flores,G1-MAT-17524,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2753,G1-PER-17526,María Vargas,G1-MAT-17526,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
2754,G1-PER-17528,Ana López,G1-MAT-17528,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2755,G1-PER-17529,Carlos Flores,G1-MAT-17529,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2756,G1-PER-1753,Juan Rojas,G1-MAT-1753,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2757,G1-PER-17532,Carmen López,G1-MAT-17532,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
2758,G1-PER-17534,Pedro González,G1-MAT-17534,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
2759,G1-PER-17540,Lucía Torrez,G1-MAT-17540,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
2760,G1-PER-17541,Juan Vargas,G1-MAT-17541,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2761,G1-PER-17544,Luis Rodríguez,G1-MAT-17544,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
2762,G1-PER-17548,José Flores,G1-MAT-17548,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2763,G1-PER-17550,Juan Torrez,G1-MAT-17550,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
2764,G1-PER-17558,Carlos Sánchez,G1-MAT-17558,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
2765,G1-PER-1756,Ana Mamani,G1-MAT-1756,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2766,G1-PER-17563,Carmen Vargas,G1-MAT-17563,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2767,G1-PER-17567,Lucía González,G1-MAT-17567,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2768,G1-PER-17574,Pedro Martínez,G1-MAT-17574,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2769,G1-PER-17577,Ana Rojas,G1-MAT-17577,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
2770,G1-PER-17580,Pedro Flores,G1-MAT-17580,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
2771,G1-PER-17582,Lucía Torrez,G1-MAT-17582,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
2772,G1-PER-17585,Carmen López,G1-MAT-17585,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2773,G1-PER-17586,José González,G1-MAT-17586,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2774,G1-PER-17588,Carlos Sánchez,G1-MAT-17588,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
2775,G1-PER-17593,Ana López,G1-MAT-17593,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
2776,G1-PER-17594,Carmen González,G1-MAT-17594,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
2777,G1-PER-17595,Ana Torrez,G1-MAT-17595,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2778,G1-PER-17597,Pedro Rodríguez,G1-MAT-17597,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
2779,G1-PER-176,Carlos Flores,,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
2780,G1-PER-17601,María Rodríguez,G1-MAT-17601,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2781,G1-PER-17603,Lucía Martínez,G1-MAT-17603,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
2782,G1-PER-17605,Ana Rojas,G1-MAT-17605,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2783,G1-PER-17608,José Rojas,G1-MAT-17608,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2784,G1-PER-17609,Luis Rojas,G1-MAT-17609,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
2785,G1-PER-1761,Ana Flores,G1-MAT-1761,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
2786,G1-PER-17613,Pedro López,G1-MAT-17613,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2787,G1-PER-17622,Juan González,G1-MAT-17622,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
2788,G1-PER-17626,Valeria Rodríguez,G1-MAT-17626,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
2789,G1-PER-17629,Carlos González,G1-MAT-17629,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
2790,G1-PER-17633,Pedro Martínez,G1-MAT-17633,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2791,G1-PER-17639,Valeria Sánchez,G1-MAT-17639,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
2792,G1-PER-17641,Luis Sánchez,G1-MAT-17641,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
2793,G1-PER-17642,Pedro Rodríguez,G1-MAT-17642,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
