paciente_key,sucursal_key,ci,nombre,fecha_nacimiento,sexo,direccion,telefono,zona,ciudad,grupo_origen
21254,2,G1-PAC-16754,Pedro Vargas,1967-04-05,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21255,2,G1-PAC-16755,Juan Martínez,1995-04-14,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21256,2,G1-PAC-16756,Ana Flores,2014-07-18,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21257,2,G1-PAC-16757,Ana Torrez,1950-02-28,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21258,2,G1-PAC-16758,Carlos Flores,2002-07-18,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21259,2,G1-PAC-16759,Pedro Rojas,1963-05-02,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21260,2,G1-PAC-16760,Carmen López,1985-11-10,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21261,2,G1-PAC-16761,Carlos González,1997-12-28,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21262,2,G1-PAC-16762,Carmen López,1964-10-25,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21263,2,G1-PAC-16763,José Mamani,2016-08-10,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21264,2,G1-PAC-16764,José Rodríguez,1951-03-26,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21265,2,G1-PAC-16765,Ana Flores,2002-01-11,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21266,2,G1-PAC-16766,Pedro Rodríguez,1959-01-28,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21267,2,G1-PAC-16767,Luis Flores,2002-12-18,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21268,2,G1-PAC-16768,José Vargas,1976-01-15,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21269,2,G1-PAC-16769,Luis Martínez,2004-06-11,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21270,2,G1-PAC-16770,Carlos Rojas,1957-04-12,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21271,2,G1-PAC-16771,María Rodríguez,2008-06-15,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21272,2,G1-PAC-16772,José Vargas,1955-01-16,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21273,2,G1-PAC-16773,Juan González,1976-03-08,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21274,2,G1-PAC-16774,Luis Martínez,1960-05-03,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21275,2,G1-PAC-16775,María Torrez,1965-05-26,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21276,2,G1-PAC-16776,Carmen Rojas,2010-12-30,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21277,2,G1-PAC-16777,José Martínez,2014-05-20,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21278,2,G1-PAC-16778,Carlos González,2007-06-15,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21279,2,G1-PAC-16779,Ana López,2008-05-13,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21280,2,G1-PAC-16780,Lucía Flores,2009-12-01,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21281,2,G1-PAC-16781,Pedro Mamani,1964-04-18,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21282,2,G1-PAC-16782,Pedro Rojas,1977-04-10,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21283,2,G1-PAC-16783,Luis Torrez,2001-09-06,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21284,2,G1-PAC-16784,Pedro Flores,1994-07-04,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21285,2,G1-PAC-16785,Carmen Rodríguez,1966-11-23,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21286,2,G1-PAC-16786,Valeria Rojas,1992-07-11,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21287,2,G1-PAC-16787,Carmen Rojas,1985-07-16,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21288,2,G1-PAC-16788,Juan Torrez,1997-05-07,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21289,2,G1-PAC-16789,Carmen Flores,1955-02-14,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21290,2,G1-PAC-16790,Valeria Flores,1979-08-22,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21291,2,G1-PAC-16791,Ana Sánchez,2009-09-06,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21292,2,G1-PAC-16792,Ana Torrez,1997-12-15,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21293,2,G1-PAC-16793,Carmen González,1992-02-16,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21294,2,G1-PAC-16794,Luis Vargas,1958-03-15,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21295,2,G1-PAC-16795,Lucía Vargas,2003-04-30,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21296,2,G1-PAC-16796,Ana López,1988-11-01,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21297,2,G1-PAC-16797,Carlos González,2011-11-23,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21298,2,G1-PAC-16798,Carmen Flores,1991-07-13,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21299,2,G1-PAC-16799,María Vargas,1951-03-26,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21300,2,G1-PAC-16800,Lucía Rodríguez,1962-11-16,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21301,2,G1-PAC-16801,Valeria Flores,2012-09-09,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21302,2,G1-PAC-16802,María Rojas,1955-12-22,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21303,2,G1-PAC-16803,Valeria Mamani,1963-01-30,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21304,2,G1-PAC-16804,Juan López,1977-02-19,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21305,2,G1-PAC-16805,Valeria Rodríguez,1972-11-25,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21306,2,G1-PAC-16806,Carlos Torrez,1987-09-25,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21307,2,G1-PAC-16807,Carmen Torrez,2018-05-25,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21308,2,G1-PAC-16808,María Torrez,2012-08-09,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21309,2,G1-PAC-16809,Ana López,1970-08-02,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21310,2,G1-PAC-16810,Carlos González,1965-05-12,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21311,2,G1-PAC-16811,Pedro Mamani,1955-06-23,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21312,2,G1-PAC-16812,Valeria Sánchez,1951-08-08,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21313,2,G1-PAC-16813,Ana Mamani,1950-10-09,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21314,2,G1-PAC-16814,José Sánchez,2015-05-19,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21315,2,G1-PAC-16815,Pedro Torrez,1950-04-21,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21316,2,G1-PAC-16816,Valeria Martínez,1965-06-13,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21317,2,G1-PAC-16817,Lucía Vargas,1979-04-12,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21318,2,G1-PAC-16818,Luis Sánchez,1974-04-27,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21319,2,G1-PAC-16819,Carlos Martínez,1969-04-21,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21320,2,G1-PAC-16820,Juan Mamani,1965-04-10,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21321,2,G1-PAC-16821,Carmen Rodríguez,2010-12-01,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21322,2,G1-PAC-16822,Juan Rojas,2003-11-20,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21323,2,G1-PAC-16823,Valeria Vargas,1983-12-30,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21324,2,G1-PAC-16824,Carmen Torrez,1973-12-01,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21325,2,G1-PAC-16825,José Rodríguez,1993-06-23,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21326,2,G1-PAC-16826,Carmen Vargas,1985-03-14,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21327,2,G1-PAC-16827,Pedro López,1988-04-06,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21328,2,G1-PAC-16828,Juan González,1969-10-22,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21329,2,G1-PAC-16829,Ana Vargas,1957-01-31,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21330,2,G1-PAC-16830,Carmen González,2008-09-17,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21331,2,G1-PAC-16831,Ana Rodríguez,1980-12-07,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21332,2,G1-PAC-16832,Valeria Flores,1992-08-14,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21333,2,G1-PAC-16833,María Rodríguez,1986-11-29,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21334,2,G1-PAC-16834,Ana Rojas,2010-05-16,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21335,2,G1-PAC-16835,Ana Torrez,2012-11-16,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21336,2,G1-PAC-16836,Carmen Rojas,1953-06-13,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21337,2,G1-PAC-16837,Carlos Vargas,1978-06-10,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21338,2,G1-PAC-16838,Carlos Flores,1966-12-06,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21339,2,G1-PAC-16839,Juan Martínez,1994-08-24,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21340,2,G1-PAC-16840,José Torrez,1974-07-09,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21341,2,G1-PAC-16841,Carlos Rojas,1997-09-11,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21342,2,G1-PAC-16842,Luis Martínez,1987-02-04,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21343,2,G1-PAC-16843,Lucía Martínez,1986-05-11,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21344,2,G1-PAC-16844,Pedro López,1992-08-14,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21345,2,G1-PAC-16845,Valeria López,1981-10-21,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21346,2,G1-PAC-16846,Lucía Rodríguez,1969-09-20,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21347,2,G1-PAC-16847,José Rodríguez,1983-12-23,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21348,2,G1-PAC-16848,María Sánchez,2014-06-29,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21349,2,G1-PAC-16849,Luis Sánchez,1988-01-04,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21350,2,G1-PAC-16850,Carlos González,1995-07-15,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21351,2,G1-PAC-16851,Carmen Mamani,2005-09-12,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21352,2,G1-PAC-16852,Ana Martínez,2012-01-24,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21353,2,G1-PAC-16853,María Rodríguez,1986-07-14,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21354,2,G1-PAC-16854,Luis González,2010-04-06,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21355,2,G1-PAC-16855,Valeria Martínez,2018-06-10,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21356,2,G1-PAC-16856,Carlos Martínez,1980-02-06,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21357,2,G1-PAC-16857,María Mamani,1983-10-13,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21358,2,G1-PAC-16858,Juan Flores,2009-03-20,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21359,2,G1-PAC-16859,Carmen Sánchez,1961-04-07,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21360,2,G1-PAC-16860,Carlos Torrez,1998-03-15,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21361,2,G1-PAC-16861,Pedro González,2014-09-04,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21362,2,G1-PAC-16862,Carmen Martínez,1996-03-01,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21363,2,G1-PAC-16863,María Martínez,1981-09-05,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21364,2,G1-PAC-16864,José Rojas,1960-12-03,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21365,2,G1-PAC-16865,Lucía Torrez,1988-09-28,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21366,2,G1-PAC-16866,José Martínez,1972-11-30,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21367,2,G1-PAC-16867,Pedro Martínez,1955-11-09,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21368,2,G1-PAC-16868,Ana Rojas,1954-12-09,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21369,2,G1-PAC-16869,Juan Mamani,1983-03-14,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21370,2,G1-PAC-16870,Juan Torrez,1984-08-23,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21371,2,G1-PAC-16871,Lucía Vargas,1994-09-14,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21372,2,G1-PAC-16872,Lucía Vargas,1951-06-15,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21373,2,G1-PAC-16873,Lucía Mamani,1977-03-04,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21374,2,G1-PAC-16874,Pedro Sánchez,1981-04-15,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21375,2,G1-PAC-16875,Lucía López,2006-09-23,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21376,2,G1-PAC-16876,Valeria Vargas,2000-03-02,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21377,2,G1-PAC-16877,José Vargas,2001-07-11,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21378,2,G1-PAC-16878,Lucía López,2003-12-26,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21379,2,G1-PAC-16879,Carmen Vargas,1959-12-19,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21380,2,G1-PAC-16880,Carmen Rojas,2000-03-25,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21381,2,G1-PAC-16881,José Sánchez,1955-12-28,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21382,2,G1-PAC-16882,Luis Mamani,1972-07-20,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21383,2,G1-PAC-16883,Luis López,2001-07-27,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21384,2,G1-PAC-16884,Ana Mamani,1997-03-19,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21385,2,G1-PAC-16885,Pedro González,2002-06-10,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21386,2,G1-PAC-16886,Ana González,1980-01-23,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21387,2,G1-PAC-16887,María López,1961-11-12,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21388,2,G1-PAC-16888,Luis Rojas,1983-06-19,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21389,2,G1-PAC-16889,Juan González,2003-10-29,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21390,2,G1-PAC-16890,Carlos Martínez,1983-11-03,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21391,2,G1-PAC-16891,Lucía López,2000-07-22,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21392,2,G1-PAC-16892,Carlos Rojas,1995-12-04,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21393,2,G1-PAC-16893,Lucía Rojas,1979-10-18,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21394,2,G1-PAC-16894,Pedro Rojas,1995-03-27,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21395,2,G1-PAC-16895,Carlos Rojas,1991-02-12,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21396,2,G1-PAC-16896,Luis Torrez,2009-10-04,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21397,2,G1-PAC-16897,María Martínez,2007-12-01,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21398,2,G1-PAC-16898,Carmen Vargas,1981-06-02,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21399,2,G1-PAC-16899,Luis Flores,1955-01-16,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21400,2,G1-PAC-16900,Ana Flores,2009-07-04,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21401,2,G1-PAC-16901,Carmen Sánchez,2002-05-17,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21402,2,G1-PAC-16902,José Rodríguez,1986-12-30,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21403,2,G1-PAC-16903,Carmen López,1991-12-11,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21404,2,G1-PAC-16904,Valeria Mamani,1975-10-18,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21405,2,G1-PAC-16905,Carlos Rojas,1956-06-11,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21406,2,G1-PAC-16906,Pedro González,1957-10-22,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21407,2,G1-PAC-16907,Pedro Mamani,1992-04-14,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21408,2,G1-PAC-16908,Luis Sánchez,1960-03-21,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21409,2,G1-PAC-16909,Luis Torrez,2009-01-12,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21410,2,G1-PAC-16910,Pedro López,2017-01-12,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21411,2,G1-PAC-16911,Valeria López,1961-08-17,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21412,2,G1-PAC-16912,Pedro González,2007-08-01,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21413,2,G1-PAC-16913,Juan Vargas,1996-07-06,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21414,2,G1-PAC-16914,Luis González,1972-06-18,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21415,2,G1-PAC-16915,José Martínez,2011-05-28,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21416,2,G1-PAC-16916,Carlos Rojas,1950-03-18,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21417,2,G1-PAC-16917,José Torrez,1950-09-24,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21418,2,G1-PAC-16918,María Vargas,1983-03-24,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21419,2,G1-PAC-16919,Luis González,1984-12-05,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21420,2,G1-PAC-16920,Lucía Flores,1964-11-23,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21421,2,G1-PAC-16921,Ana Flores,1964-06-23,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21422,2,G1-PAC-16922,José Rodríguez,1960-09-03,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21423,2,G1-PAC-16923,María González,2010-09-04,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21424,2,G1-PAC-16924,Carlos Mamani,1953-10-31,F,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
21425,2,G1-PAC-16925,Carmen Rodríguez,1980-03-01,M,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
